"C1831","","","CONFIRM RIGHT ROCKERS AT HOME"
"C1832","","","CHECK SLIDE AND CARRIER ARE AT HOME"
"C1833","","","MOVE RIGHT SHUTTLE TO UNLOAD POSITION"
"C1834","","","CONFIRM RIGHT SHUTTLE AT UNLOAD POSITION"
"C1835","","","CONFIRM UNLOAD CYLINDER AT LOAD POSITION"
"C1836","","","READY TO UNCLAMP RIGHT SHUTTLE (SLIDE)"
"C1837","","","SET PART PRESENT ON RIGHT UNLOAD STATION"
"C1890","","","(HMI) RIGHT SIDE HEADS LOW VACUUM FAULT MESSAGE"
"C1891","","","(HMI) RIGHT SIDE HEADS LOW VACUUM FAULT RETRY PB"
"C1892","","","(HMI) RIGHT SIDE HEADS LOW VACUUM FAULT IGNORE PB"
"C1900","","","RUN ROBOT CYCLE"
"C1913","","","ONLY LEFT SIDE READY"
"C1914","","","ONLY RIGHT SIDE READY"
"C1915","","","BOTH SIDES READY"
"C1916","","","LEFT SIDE RAN LAST"
"C1917","","","RIGHT SIDE RAN LAST"
"C1920","","","RUN LEFT SIDE"
"C1921","","","RUN RIGHT SIDE"
"C1922","","","LEFT SLIDE READY AND CLEAR TO GLUE"
"C1923","","","RIGHT SLIDE READY AND CLEAR TO GLUE"
"C1970","","","ROBOT HAS GLUED LEFT LENS AND HAS RETURNED TO BETWEEN HEADS (CLEAR TO APPLY LENSES)"
"C1971","","","ROBOT HAS GLUED RIGHT LENS AND HAS RETURNED TO BETWEEN HEADS (CLEAR TO APPLY LENSES)"
"C2000","","","RUN LEFT UNLOAD"
"C2002","","","SIGNAL FROM LEFT SHUTTLE TO UNLOAD A CARRIER WAS DROPPED"
"C2003","","","SIGNAL FROM LEFT SHUTTLE TO UNLOAD A SLIDE WAS DROPPED"
"C2004","","","SIGNAL FROM LEFT UNLOAD TO AUTO-LEFT-SIDE I HAVE A CARRIER TO UNLOAD"
"C2005","","","SIGNAL FROM LEFT UNLOAD TO AUTO_LEFT_SIDE I HAVE A SLIDE IN UNLOAD"
"C2100","","","RUN RIGHT UNLOAD"
"C2102","","","SIGNAL FROM RIGHT SHUTTLE TO UNLOAD A CARRIER WAS DROPPED"
"C2103","","","SIGNAL FROM RIGHT SHUTTLE TO UNLOAD A SLIDE WAS DROPPED"
"C2104","","","SIGNAL FROM RIGHT UNLOAD TO AUTO-RIGHT-SIDE I HAVE A CARRIER TO UNLOAD"
"C2105","","","SIGNAL FROM RIGHT UNLOAD TO AUTO-RIGHT-SIDE I HAVE A SLIDE IN UNLOAD"
"C2300","","","Warning Left Carrier Stack Running Low"
"C2301","","","Fault Left Carrier Stack has been Low too many cycles"
"C2302","","","Warning Left Slide Stack Running Low"
"C2303","","","Fault Left Slide Stack has been Low too many cycles"
"C2304","","","LEFT SIDE WAITING TO DROP CARRIER"
"C2305","","","LEFT SIDE WAITING TO DROP SLIDE"
"C2400","","","Warning Right Carrier Stack Running Low"
"C2401","","","Fault Right Carrier Stack has been Low too many cycles"
"C2402","","","Warning Right Slide Stack Running Low"
"C2403","","","Fault Right Slide Stack has been Low too many cycles"
"C2404","","","RIGHT SIDE WAITING TO DROP CARRIER"
"C2405","","","RIGHT SIDE WAITING TO DROP SLIDE"
"C2500","","","(HMI) LEFT UNLOAD CYLINDER NOT RETRACTED FAULT"
"C2501","","","(HMI) LEFT UNLOAD CYLINDER NOT EXTENDED FAULT"
"C2600","","","(HMI) RIGHT UNLOAD CYLINDER NOT RETRACTED FAULT"
"C2601","","","(HMI) RIGHT UNLOAD CYLINDER NOT EXTENDED FAULT"
"V2000","","","C-more current screen"
"V2010","","","Switch HMI to this screen"
"N0","","","Robot sequence to run"
"N10","","","(HMI) PRESET FOR TIMER DELAY TO START DISPENSING GLUE"
"N11","MaxCountToHome","",""
"D0","","","PLC Clock Year"
"D1","","","PLC Clock Month"
"D2","","","PLC Clock Day"
"D3","","","PLC Clock Hour"
"D4","","","PLC Clock Minute"
"D5","","","PLC Clock Second"
"D6","","","PLC Clock Day of Week"
"T32","","","LEFT SIDE CYCLE TIME"
"T32.Acc","CYCLE_TIME_LEFT","",""
"T112","","","START TIMER"
"T127","","","RIGHT SIDE CYCLE TIME"
"T127.Acc","CYCLE_TIME_RIGHT","",""
"T132","","","LAG TIME BETWEEN LEFT SIDE READY AND ROBOT READY TO GO LEFT"
"T132.Acc","ROBOT_LAG_LEFT","",""
"T133","","","LAG TIME BETWEEN RIGHT SIDE READY AND ROBOT READY TO GO RIGHT"
"T133.Acc","ROBOT_LAG_RIGHT","",""
"CT0","","","Lifetime Left Cycle Count"
"CT0.Acc","LifeCyclesLeft","",""
"CT1","","","Lifetime Left Cycle Count Overflow"
"CT2","","","Lifetime Right Cycle Count"
"CT2.Acc","LifeCyclesRight","",""
"CT3","","","Lifetime Right Cycle Count Overflow"
"CT4","","","COUNT CYCLES FOR MAX # OF TIMES WE CAN RUN MAIN.JOB"
"CT4.Acc","CountsToHome","",""
"CT4.Done","","","COUNT CYCLES FOR MAX # OF TIMES WE CAN RUN MAIN.JOB"
"CT5","","","Left Cycle Count for Shift"
"CT6","","","Right Cycle Count for Shift"
"CT7","","","Count cycles since stack height prox not made Left Carrier"
"CT7.Done","","","Count cycles since stack height prox not made Left Carrier"
"CT8","","","Count cycles since stack height prox not made Left Slide"
"CT8.Done","","","Count cycles since stack height prox not made Left Slide"
"CT9","","","Count cycles since stack height prox not made Right Carrier"
"CT9.Done","","","Count cycles since stack height prox not made Right Carrier"
"CT10","","","Count cycles since stack height prox not made Right Slide"
"CT10.Done","","","Count cycles since stack height prox not made Right Slide"
"Homing.S0","","","Home All Motors"
"Homing.S1","","","Move UV Lamp to Center Position for Startup"
"Homing.S27","","","RETRACT LEFT ROCKERS"
"Auto_Left_Side.S0","","","CHECK IF SHUTTLE AT HOME AND NOT LOADED"
"Auto_Left_Side.S1","","","MOVE SHUTTLE TO CARRIER TO PICK"
"Auto_Left_Side.S2","","","RUN LEFT CARRIER TO LOAD ONE IN SHUTTLE AND RETURN TO HOME"
"Auto_Left_Side.S3","","","LEFT SHUTTLE CARRIER LOADED ADVANCE TO SLIDE POSITION"
"Auto_Left_Side.S4","","","LOADED CARRIER AT LEFT SHUTTTLE AT SLIDE POSITION CYCLE HEADS TO PICK"
"Auto_Left_Side.S5","","","LENSES PICKED MOVE SHUTTLE TO UNLOAD TO DROP CARRIER"
"Auto_Left_Side.S6","","","LEFT SHUTTLE AT UNLOAD CHECK UNLOAD CYLINDER AND DROP CARRIER AND SET PART PRESENT IN UNLOAD"
"Auto_Left_Side.S7","","","LEFT SHUTTLE TO SLIDE TO PICK"
"Auto_Left_Side.S8","","","RUN LEFT SLIDE TO LOAD ONE IN SHUTTLE AND RETURN TO HOME"
"Auto_Left_Side.S9","","","CLAMP SLIDE"
"Auto_Left_Side.S10","","","RUN LEFT AIR BLOW OFF AND CHECK AT HOME"
"Auto_Left_Side.S11","","","SIGNAL TO ROBOT THAT THE HEADS ARE CLEAR AND TIME TO GLUE"
"Auto_Left_Side.S12","","","SIGNAL BACK FROM ROBOT SLIDE IS GLUED AND ROBOT IS CLEAR"
"Auto_Left_Side.S13","","","ADVANCE ROCKERS"
"Auto_Left_Side.S14","","","HOLD ROCKERS AND MOVE UV LAMP TO HEAD #1"
"Auto_Left_Side.S15","","","OPEN SHUTTER #1 AND DELAY"
"Auto_Left_Side.S17","","","MOVE UV LAMP TO HEAD #2"
"Auto_Left_Side.S18","","","OPEN SHUTTER #2 AND DELAY"
"Auto_Left_Side.S19","","","CLOSE SHUTTER #2"
"Auto_Left_Side.S20","","","MOVE UV LAMP TO HEAD #3"
"Auto_Left_Side.S21","","","OPEN SHUTTER #3 AND DELAY"
"Auto_Left_Side.S22","","","CLOSE SHUTTER #3"
"Auto_Left_Side.S23","","","MOVE UV LAMP TO HEAD #4"
"Auto_Left_Side.S24","","","OPEN SHUTTER #4 AND DELAY"
"Auto_Left_Side.S26","","","MOVE UV LAMP TO CENTER POSITION"
"Auto_Left_Side.S27","","","RETRACT LEFT ROCKERS"
"Auto_Left_Side.S28","","","CONFIRM LEFT ROCKERS RETRACTED"
"Auto_Left_Side.S29","","","CHECK SLIDE AND CARRIER AT HOME"
"Auto_Left_Side.S30","","","MOVE SHUTTLE TO UNLOAD"
"Auto_Left_Side.S31","","","CONFIRM SHUTTLE IN UNLOAD POSITION"
"Auto_Left_Side.S32","","","CONFIRM UNLOAD CYLINDER EXTENDED TO RECEIVE"
"Auto_Left_Side.S33","","","UNCLAMP SLIDE"
"Auto_Left_Side.S34","","","SIGNAL LEFT UNLOAD THAT A SLIDE HAS BEEN DROPPED"
"Auto_Left_Side.S40","","","HOME LEFT SHUTTLE AFTER EACH CYCLE"
"Auto_Left_Side.S100","","","HOME CARRIER, SLIDE, & AIR BLOW"
"Auto_Left_Side.S101","","","HOME UV LAMP"
"Auto_Left_Side.S102","","","MOVE UV LAMP TO CENTER POSITION"
"Auto_Right_Side.S0","","","CHECK IF SHUTTLE AT HOME AND NOT LOADED"
"Auto_Right_Side.S1","","","MOVE SHUTTLE TO CARRIER TO PICK"
"Auto_Right_Side.S2","","","RUN RIGHT CARRIER TO LOAD ONE IN SHUTTLE AND RETURN TO HOME"
"Auto_Right_Side.S3","","","RIGHT SHUTTLE CARRIER LOADED ADVANCE TO SLIDE POSITION"
"Auto_Right_Side.S4","","","LOADED CARRIER AT RIGHT SHUTTLE AT SLIDE POSITION CYCLE HEADS TO PICK"
"Auto_Right_Side.S5","","","LENSES PICKED MOVE SHUTTLE TO UNLOAD TO DROP CARRIER"
"Auto_Right_Side.S6","","","RIGHT SHUTTLE AT UNLOAD CHECK UNLOAD CYLINDER AND DROP CARRIER AND SET PART PRESENT IN UNLOAD"
"Auto_Right_Side.S7","","","RIGHT SHUTTLE TO SLIDE TO PICK"
"Auto_Right_Side.S8","","","RUN RIGHT SLIDE TO LOAD ONE IN SHUTTLE AND RETURN TO HOME"
"Auto_Right_Side.S9","","","CLAMP SLIDE"
"Auto_Right_Side.S10","","","RUN RIGHT AIR BLOW OFF AND CHECK AT HOME"
"Auto_Right_Side.S11","","","SIGNAL TO ROBOT THAT THE HEADS ARE CLEAR AND TIME TO GLUE"
"Auto_Right_Side.S12","","","SIGNAL BACK FROM ROBOT SLIDE IS GLUED AND ROBOT IS CLEAR"
"Auto_Right_Side.S13","","","ADVANCE RIGHT ROCKERS"
"Auto_Right_Side.S14","","","HOLD ROCKERS AND MOVE UV LAMP TO HEAD #5"
"Auto_Right_Side.S15","","","OPEN SHUTTER #5 AND DELAY"
"Auto_Right_Side.S17","","","MOVE UV LAMP TO HEAD #6"
"Auto_Right_Side.S18","","","OPEN SHUTTER #6 AND DELAY"
"Auto_Right_Side.S20","","","MOVE UV LAMP TO HEAD #7"
"Auto_Right_Side.S21","","","OPEN SHUTTER #7 AND DELAY"
"Auto_Right_Side.S23","","","MOVE UV LAMP TO HEAD #8"
"Auto_Right_Side.S24","","","OPEN SHUTTER #8 AND DELAY"
"Auto_Right_Side.S25","","","HOME UV LAMP"
"Auto_Right_Side.S26","","","MOVE UV LAMP TO CENTER POSITION"
"Auto_Right_Side.S27","","","RETRACT RIGHT ROCKERS"
"Auto_Right_Side.S28","","","CONFIRM RIGHT ROCKERS RETRACTED"
"Auto_Right_Side.S29","","","CHECK SLIDE AND CARRIER AT HOME"
"Auto_Right_Side.S30","","","MOVE SHUTTLE TO UNLOAD"
"Auto_Right_Side.S31","","","CONFIRM SHUTTLE IN UNLOAD POSITION"
"Auto_Right_Side.S32","","","CONFIRM UNLOAD CYLINDER EXTENDED TO RECEIVE"
"Auto_Right_Side.S33","","","UNCLAMP SLIDE"
"Auto_Right_Side.S34","","","SIGNAL RIGHT UNLOAD THAT A SLIDE HAS BEEN DROPPED"
"Auto_Right_Side.S40","","","HOME right SHUTTLE AFTER EACH CYCLE"
"Auto_Right_Side.S100","","","HOME CARRIER, SLIDE, & AIR BLOW"
"Auto_Right_Side.S101","","","HOME UV LAMP"
"Auto_Right_Side.S102","","","MOVE UV LAMP TO CENTER POSITION"
"Auto_Robot.S0","","","ROBOT HAS RUN HOMING PROGRAM AND IS READY TO RUN MAIN.JOB"
"Auto_Robot.S1","","","CONFIRM POSITION ROBOT WAITING IN GLUE"
"Auto_Robot.S2","","","START GLUE DISPENSE MOTOR DRAW"
"Auto_Robot.S3","","","WAIT FOR GLUE DISPENSE MOTOR TO FILL NEEDLES"
"Auto_Robot.S4","","","DECIDE TO GLUE LEFT OR RIGHT"
"Auto_Robot.S10","","","GLUE LEFT LENS"
"Auto_Robot.S20","","","GLUE RIGHT LENS"
"Auto_Robot.S30","","","SEND ROBOT TO HOME"
"Auto_Robot.S40","","","NEEDLE CLEANING ROUTINE"
"Alarms","","","MOVE UV LAMP TO CENTER POSITION"
"Alarms.S0","","","ROBOT ALARMS AND WARNINGS"
"Alarms.S1","","","LEFT SIDE ALARMS AND WARNINGS"
"Alarms.S2","","","RIGHT SIDE ALARMS AND WARNINGS"
"Alarms.S3","","","LEFT SIDE UNLOAD ALARMS AND WARNINGS"
"Alarms.S4","","","RIGHT SIDE UNLOAD ALARMS AND WARNINGS"
"Clean_Needles.S0","","","ROBOT TO RUN CLEAN.JOB *ROBOTWILLHOMEFIRST*"
"Clean_Needles.S40","","","NEEDLE CLEANING ROUTINE"
"US","_ManAirVacSol","","ManAirVacSol"
